# v2.3 | 20260227 | BIM Template mr_parameters
Revit_Category,Parameter_Name,Parameter_GUID,Data_Type,Group_Name,Binding_Type,Description,Has_Formula,Formula,Input_Parameters,Discipline,User_Modifiable,Hide_When_No_Value
Generic Models,RGL_QA_INSP_BOOL,628a1bde-d876-5276-b0b1-50d975217bd5,YESNO,RGL_CMPL,Type,Rgl Qa Insp Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,VT_COLOR_SCHEME_TXT,b52a4ede-e27b-4fc2-a867-2bf60f1f8dc5,TEXT,TPL_TRACKING,Type,Color scheme applied [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,CST_TOTAL_GROUT_COST,e1a654de-7c4a-4504-ae1b-b1c3b12e3eb6,CURRENCY,COM_DAT,Type,Total grout cost in UGX [ISO 19650-3:2020],True,CST_CALC_GROUT_KG * CST_UNIT_PRICE_GROUT_UGX,"CST_CALC_GROUT_KG, CST_UNIT_PRICE_GROUT_UGX",COSTING,0,1
Generic Models,LTG_CTRL_TYPE_TXT,245288de-29e4-5338-8b74-dae48da00e2c,TEXT,LTG_CONTROLS,Type,Ltg Ctrl Type Txt [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,CST_S_MAS_MORTAR_TYPE_TXT,228a98de-5a97-5826-903d-99dde7600c78,TEXT,COM_DAT,Type,Cst S Mas Mortar Type Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,WS_NAME_TXT,7bc9b3de-0d80-48f1-a017-c0bd7fa035a3,TEXT,TPL_TRACKING,Type,Workset name [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,RGL_QA_STD_COMPLY_TXT,bdbb61df-0c72-551e-b474-ab0a04d34046,TEXT,RGL_CMPL,Type,Rgl Qa Std Comply Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,LTG_EFFICACY_LM_W,5a9d7adf-59d4-5e32-805a-c9d46f0140ea,VOLUME,LTG_CONTROLS,Type,Ltg Efficacy Lm W [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,PH_START_DATE_TXT,fc7097df-9530-4b88-b075-a5bb4a891742,TEXT,TPL_TRACKING,Type,Phase start date [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,ELC_CBL_SZ_PER_CORE_MM,25d3aadf-0495-5897-84ee-e07c33fe2244,LENGTH,ELC_PWR,Type,Elc Cbl Sz Per Core Mm [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
Generic Models,PLM_SPT_ROD_SZ_MM,2b37d3df-9251-5065-8c30-fb27870639ca,LENGTH,PLM_DRN,Type,Plm Spt Rod Sz Mm [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,PLM_DRN_GRT_TYPE_TXT,f89bc9e0-0bf0-5cbc-8781-16af52acbc68,TEXT,PLM_DRN,Type,Plm Drn Grt Type Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,CST_UNIT_PRICE_AGGREGATE_UGX,6917fbe0-e1a5-4590-a5dc-3c4933a93a2f,CURRENCY,COM_DAT,Type,Unit price per cubic meter aggregate in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,BLE_FACADE_INS_BOOL,139c03e1-802a-51ad-b5e5-2d7052c860ae,YESNO,CST_PROC,Type,Ble Facade Ins Bool [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_TB_SHEET_NR_TXT,a9b007e1-971a-520f-86b0-6fc3d9b483cc,TEXT,PRJ_INFORMATION,Type,Prj Tb Sheet Nr Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_S_EAR_CST_TOTAL_UGX_NR,b8c9d0e1-f2a3-4567-bcde-8901234567b8,CURRENCY,CST_PROC,Type,Earthworks total cost in UGX [ISO 19650-2:2018],True,(CST_S_EAR_EXCAVATION_VOLUME_CU_M * 45000) + (CST_S_EAR_DISPOSAL_VOLUME_CU_M * 30000) + (CST_S_EAR_BLINDING_VOLUME_CU_M * 350000),"CST_S_EAR_EXCAVATION_VOLUME_CU_M, CST_S_EAR_DISPOSAL_VOLUME_CU_M, CST_S_EAR_BLINDING_VOLUME_CU_M",COSTING,0,0
Generic Models,FLT_STATUS_TXT,627607e2-7ea4-4410-9cc7-6d6d37a332ed,TEXT,TPL_TRACKING,Type,Filter status [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,PLM_EXP_JOINT_END_CONNECTION_TXT,d0a046e2-2605-5eb0-b5c8-458526640cb2,TEXT,PLM_DRN,Type,Plm Exp Joint End Connection Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,CST_SUP_SHIPPING_METHOD_TXT,67557de3-8a28-5941-80a6-17fe92c8db62,TEXT,COM_DAT,Type,Cst Sup Shipping Method Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BI_FILENAME_TXT,7f8d94e3-c6d1-430b-8e3e-45281e628bf2,TEXT,TPL_TRACKING,Type,Image filename [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,SUST_MAT_TAG_1_TXT,5491e7e3-472a-4b7a-9497-2e5170ce870b,TEXT,PER_SUST,Type,"Sustainability tag: recycled content %, embodied carbon, recyclability [ISO 19650-1:2018]",False,,,SUSTAINABILITY,1,0
Generic Models,PLM_EXJ_TEMP_RANGE_C,fc4850e5-044a-5649-a91c-bec9a9c06d2c,TEXT,PLM_DRN,Type,Plm Exj Temp Range C [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,TS_BOLD_BOOL,b1f962e5-f659-42a2-ae64-0915cbea2669,YESNO,TPL_TRACKING,Type,Bold text [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,HVC_DCT_SOUNDLVL_DB,29b9c2e5-ef3d-5330-91fd-c4f2cd8ec648,NUMBER,HVC_SYSTEMS,Type,Hvc Dct Soundlvl Db [ISO 19650-1:2018],True,45 + (10 * log(HVC_DUCT_FLOWRATE_M3H / 100)),HVC_DUCT_FLOWRATE_M3H,HVAC,0,0
Generic Models,BLE_STRUCT_FOUNDATION_SZ_TXT,b2c3d4e5-f6a7-8901-bcde-2345678901b2,TEXT,BLE_ELES,Type,Foundation plan dimensions (e.g. 1500x1500mm) [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_UNIT_PRICE_STEEL_UGX,e483e6e5-e131-4f4f-a898-b44f18e65546,CURRENCY,COM_DAT,Type,Unit price per kilogram steel in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,PLM_INS_THICKNESS_MM,9c6b98e7-b9a7-53f2-91e7-da6592a7990f,LENGTH,PLM_DRN,Type,Plm Ins Thickness Mm [ISO 19650-1:2018],True,"if(PLM_PPE_SZ_MM <= 25, 25, if(PLM_PPE_SZ_MM <= 50, 32, if(PLM_PPE_SZ_MM <= 100, 38, 50)))",PLM_PPE_SZ_MM,PLUMBING,0,0
Generic Models,PRJ_TB_PAPER_SZ_TXT,4ccacbe7-1cb2-5dd1-bf14-ac0284a3ef17,TEXT,PRJ_INFORMATION,Type,Prj Tb Paper Sz Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_CALC_WATER_M3,1f0694e8-cc08-4ed6-9d86-660ef5c7f828,VOLUME,COM_DAT,Type,Calculated water volume in cubic meters [ISO 19650-3:2020],True,CST_S_CON_WTR_VOLUME_L / 1000,CST_S_CON_WTR_VOLUME_L,CONSTRUCTION,0,1
Generic Models,PER_SUST_WTR_RATING_NR,ad07a9e8-e386-5cc1-ad37-864ce06db24f,NUMBER,PER_SUST,Type,Per Sust Wtr Rating Nr [ISO 19650-1:2018],True,"if(BLE_ROOF_RAINWTR_HARVESTING_INTEGRATION_BOOL = 1, 4, if(PLM_DRN_PPE_SLOPE_PCT > 0, 3, 2))",BLE_ROOF_RAINWTR_HARVESTING_INTEGRATION_BOOL,SUSTAINABILITY,0,1
Generic Models,ASS_MAINTENANCE_SCHEDULE_TXT,38145ae9-205a-58e1-9df7-4553b299dd32,TEXT,ASS_MNG,Type,Ass Maintenance Schedule Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,BLE_ROOF_CLR_TXT,bad2c4e9-2166-5685-9cb5-c0dfd4b0832d,TEXT,CST_PROC,Type,Ble Roof Clr Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_REI_DIAMETER_MM,40e479ea-d97c-5388-92ef-833e32895072,LENGTH,COM_DAT,Type,Cst S Rei Diameter Mm [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,SYS_MEDIUM_TXT,83b8dcea-429b-4157-9f6e-a9694b09be7f,TEXT,TPL_TRACKING,Type,"System medium (air, water, etc.) [ISO 19650-1:2018]",False,,,MULTI,1,0
Generic Models,WS_EDITABLE_DEFAULT_BOOL,43300beb-e9bc-484d-baa2-33ca812191b2,YESNO,TPL_TRACKING,Type,Editable by default [ISO 19650-2:2018],False,,,MULTI,1,0
Generic Models,DS_UNITS_FORMAT_TXT,f5d032eb-78c4-4d1c-8dd0-cc4456324794,TEXT,TPL_TRACKING,Type,Units format [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ASS_INST_DETAIL_TXT,45944ceb-71cc-5cfd-895c-e9fcd4a07540,TEXT,ASS_MNG,Type,Inst Detail Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,ASS_LOCAL_SERVICE_AVAILABLE_TXT,e90787eb-ec50-5876-82d9-0944cf6355ff,TEXT,ASS_MNG,Type,Ass Local Service Available Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,BLE_APP-SMOOTHNESS,5e59ebeb-b688-5c86-9fb3-4bc1cce11d0a,TEXT,CST_PROC,Instance,Ble App-smoothness [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_ELES_SPARE_03_TXT,cd1626ec-c99a-4b6f-ab7c-8c47fab86f11,TEXT,CST_PROC,Type,Spare parameter 3 for BLE_ELES group,False,,,ARCHITECTURAL,1,0
Generic Models,PER_ACOUSTICS_ISOLATION_REQ_BOOL,78db01ed-d62d-5edf-8473-bae359db0c10,YESNO,PER_SUST,Type,Per Acoustics Isolation Req Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,MAT_MANUFACTURER,66307eed-372a-5804-9c95-6866cceb503a,TEXT,MAT_INFO,Instance,Mat Manufacturer [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_INS_SPECIFICATION_TXT,f8ead8ed-d82e-5161-a351-c6aed04cf91b,TEXT,PLM_DRN,Type,Plm Ins Specification Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,MAT_INFO_SPARE_01_TXT,383204ee-214f-4ada-b487-5e396fc73fc6,TEXT,MAT_INFO,Type,Spare parameter 1 for MAT_INFO group,False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_NR_TXT,90850aee-4dd7-5846-a2da-49e945fef572,TEXT,PRJ_INFORMATION,Type,Prj Nr Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,CST_FIX_CAT_NR,0687a7ee-ab2a-5d4b-afd4-f0e2291d4e68,NUMBER,COM_DAT,Type,Cst Fix Cat Nr [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,BLE_FLR_IMPACT_SOUND_INS_DB,ba022bef-4122-5b20-b6c3-56a639a9a5ec,NUMBER,CST_PROC,Type,Ble Flr Impact Sound Ins Db [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_CALC_PAINT_LITERS,6e6995ef-b24f-4922-bce5-87598141e3ab,NUMBER,COM_DAT,Type,Calculated paint in liters [ISO 19650-3:2020],True,BLE_FINISH_PAINT_VOLUME_L,BLE_FINISH_PAINT_VOLUME_L,CONSTRUCTION,0,1
Generic Models,PLM_DRN_TOP_TYPE_TXT,d3c9d8ef-e9c8-59cd-861c-d85042b14453,TEXT,PLM_DRN,Type,Plm Drn Top Type Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,CST_S_FRM_COLUMN_AREA_SQ_M,b81aebef-48d1-51d2-b31d-e78829f0825a,AREA,COM_DAT,Type,Cst S Frm Column Area Sq M [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,CST_TOTAL_AGGREGATE_COST,0183f5ef-7092-42a6-aa12-99ec5f1ae02b,CURRENCY,COM_DAT,Type,Total aggregate cost in UGX [ISO 19650-3:2020],True,CST_CALC_AGGREGATE_M3 * CST_UNIT_PRICE_AGGREGATE_UGX,"CST_CALC_AGGREGATE_M3, CST_UNIT_PRICE_AGGREGATE_UGX",COSTING,0,1
Generic Models,PLM_DRN_ACCESS_POINTS_TXT,c00445f0-734c-5f6d-b099-9bdd76303e67,TEXT,PLM_DRN,Type,Plm Drn Access Points Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,ASS_PMT_PRO_PO_NR_TXT,c2a216f1-5197-5863-8dc0-bedee10fba48,TEXT,ASS_MNG,Type,Ass Pmt Pro Po Nr Txt [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,CST_S_CON_ADMIXTURE_TXT,e0b96ff1-0963-5e09-8a48-e514a0d99292,TEXT,COM_DAT,Type,Cst S Con Admixture Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PLM_DRN_FILL_RATIO_NR,45309df1-66c8-5d0d-910b-23fd16e2c7a7,NUMBER,PLM_DRN,Type,Plm Drn Fill Ratio Nr [ISO 19650-1:2018],True,PLM_DRN_FLW_RATE_LPS / PLM_PPE_FLW_LPS,"PLM_DRN_FLW_RATE_LPS, PLM_PPE_FLW_LPS",PLUMBING,0,0
Generic Models,PROP_CARBON_KG_M3,8bdda9f1-dd26-5488-a045-df664f1e055a,VOLUME,PROP_PHYSICAL,Instance,Prop Carbon Kg M3 [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,STR_STEEL_TAG_TXT,e4f2fcf1-4764-4f8c-9b8d-e8512834e1aa,TEXT,BLE_ELES,Type,"Steel specification tag: grade, section size, fire protection, material [ISO 19650-2:2018]",False,,,ARCHITECTURAL,1,0
Generic Models,BLE_MAT_LAYER_CNT_INT,ea0938f2-dc68-5ead-85e0-9e66efe124ac,INTEGER,CST_PROC,Instance,Ble Mat Layer Cnt Int [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_FACADE_FINISH_TXT,a17d63f2-7726-5273-bdea-536423ad8061,TEXT,CST_PROC,Type,Ble Facade Finish Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PRJ_TB_MEP_CONSULTANTS_NAME_TXT,e8ae2df3-b02c-55cb-8dc8-613a87e8664a,TEXT,PRJ_INFORMATION,Type,Prj Tb Mep Consultants Name Txt [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,VT_CREATED_BY_TXT,58f258f3-83cb-4580-a1d9-1db8b10b41f0,TEXT,TPL_TRACKING,Type,Template creator [ISO 19650-2:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,ASS_NUMBER_OF_PWR_OUTLETS_INT,1d7facf3-c592-50d1-b90a-ea5adadcfccc,INTEGER,ASS_MNG,Type,Ass Number Of Pwr Outlets Int [ISO 19650-3:2020],False,,,MULTI,1,0
Generic Models,PLM_VLV_TRIM_MAT_TXT,66a6b4f3-4f82-5d5f-900a-d68a33a68d31,TEXT,PLM_DRN,Type,Plm Vlv Trim Mat Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,MAT_LAYER_2_MATERIAL,14b7c2f3-4188-5644-ab61-7f446cf631e8,TEXT,MAT_INFO,Instance,Mat Layer 2 Material [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PER_THERM_CONDENSATION_RISK_TXT,b9120af5-e803-5b45-8af2-0d6564aba0e4,TEXT,PER_SUST,Type,Per Therm Condensation Risk Txt [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,BLE_FLR_FINISH_THICKNESS_MM,50b540f5-e8bb-5fe3-ada8-985d4443b189,LENGTH,CST_PROC,Type,Ble Flr Finish Thickness Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,FLT_NAME_TXT,f67d3af6-c2dd-420a-a6c5-fbc2a7ebfe94,TEXT,TPL_TRACKING,Type,Filter name [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_FLR_MOISTURE_BARRIER_REQUIRED_BOOL,355e3ff6-e5e5-586e-8dfd-5129c51f3f77,YESNO,CST_PROC,Type,Ble Flr Moisture Barrier Required Bool [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BI_FILE_LOCATION_TXT,8f508cf6-e55d-482f-ae03-11e423b970b6,TEXT,TPL_TRACKING,Type,File location path [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,PLM_EXP_JOINT_PRESSURE_RATING_BAR,84e4b9f6-338d-5e36-80c7-5d773edcfbd4,PRESSURE,PLM_DRN,Type,Plm Exp Joint Pressure Rating Bar [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,BLE_STRUCT_FOUNDATION_DEPTH_MM,c3d4e5f6-a7b8-9012-cdef-3456789012c3,LENGTH,BLE_ELES,Type,Foundation depth in millimeters [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_CON_TYPE_TXT,e18d22f7-884f-5821-833e-7f89dd5d56e3,TEXT,COM_DAT,Type,Cst S Con Type Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,CST_S_CON_MIX_RATIO_TXT,17213af7-f26e-5499-9873-7cd198ebf13d,TEXT,COM_DAT,Type,Cst S Con Mix Ratio Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PH_NAME_TXT,1468bff7-c068-4d34-937f-41138051ad4e,TEXT,TPL_TRACKING,Type,Phase name [ISO 19650-1:2018],False,,,MULTI,1,0
Generic Models,BLE_FLR_RAISED_ACCESS_FLR_TXT,7cc3cdf7-5f94-5ef8-9509-47c5fe1922d2,TEXT,CST_PROC,Type,Ble Flr Raised Access Flr Txt [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,PLM_EXJ_LATERAL_MOVEMENT_MM,17b65ef8-e8f9-5e88-bba5-0997731f3cf3,LENGTH,PLM_DRN,Type,Plm Exj Lateral Movement Mm [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,CST_UNIT_PRICE_TILE_UGX,828e0bf9-51f1-480b-a718-6803671975eb,CURRENCY,COM_DAT,Type,Unit price per square meter tile in UGX [ISO 19650-3:2020],False,,,COSTING,1,0
Generic Models,FLS_SFTY_DEV_TYPE_TXT,c69d21f9-6d52-511a-aac3-f073392ed096,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Dev Type Txt [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,BLE_FINISH_PLASTER_THICKNESS_MM,116067f9-c015-5956-b9e6-1c1ab93a0507,LENGTH,CST_PROC,Type,Ble Finish Plaster Thickness Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,OS_MATERIAL_TXT,c48b97fa-891a-4cad-890b-f68783bef2db,TEXT,TPL_TRACKING,Type,Default material [ISO 19650-1:2018],False,,,TEMPLATE_METADATA,1,0
Generic Models,FLS_PROT_FLS_ESCAPE_STAIR_TXT,a8435ffb-cfba-5718-a929-d12f6b3322df,TEXT,FLS_LIFE_SFTY,Type,Fls Prot Fls Escape Stair Txt [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,RGL_ACCESS_HEARING_LOOP_BOOL,7c7082fb-241d-5e04-a06d-0c4622dd2dce,YESNO,RGL_CMPL,Type,Rgl Access Hearing Loop Bool [ISO 19650-1:2018],False,,,REGULATORY,1,0
Generic Models,FLS_SFTY_FLW_RATE_LPM_NR,d03b0afc-854c-518a-8d8e-bba3db2b2151,NUMBER,FLS_LIFE_SFTY,Type,Fls Sfty Flw Rate Lpm Nr [ISO 19650-1:2018],True,10 * FLS_SFTY_K_FACTOR_NR * (PLM_PSR_KPA ^ 0.5),"FLS_SFTY_K_FACTOR_NR, PLM_PSR_KPA",FIRE,0,0
Generic Models,PLM_HOTWTR_RECOVERY_RATE_GPH,c17099fc-7c35-5d7d-892a-c6eca3f8f1a4,TEXT,PLM_DRN,Type,Plm Hotwtr Recovery Rate Gph [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,CST_S_FRM_TYPE_TXT,f35708fe-f4e2-563f-8716-372ad14930eb,TEXT,COM_DAT,Type,Cst S Frm Type Txt [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,PLM_EXJ_END_CONNECTION_TXT,ec7198fe-8528-57b6-838c-ef028a1fd602,TEXT,PLM_DRN,Type,Plm Exj End Connection Txt [ISO 19650-1:2018],False,,,PLUMBING,1,0
Generic Models,PER_SUST_SPARE_01_TXT,7cc0b5fe-a330-42e5-ad9e-649e4bdbaeac,TEXT,PER_SUST,Type,Spare parameter 1 for PER_SUST group,False,,,REGULATORY,1,1
Generic Models,FLS_SFTY_TEMP_RATING_C,ad7202ff-5267-5378-8286-7fa949c6b9c0,TEXT,FLS_LIFE_SFTY,Type,Fls Sfty Temp Rating C [ISO 19650-1:2018],False,,,FIRE,1,0
Generic Models,VT_DISCIPLINE_TXT,09386aff-7006-4676-b7f1-d35ae50abb31,TEXT,TPL_TRACKING,Type,"Discipline (Architecture, Structure, MEP) [ISO 19650-1:2018]",False,,,TEMPLATE_METADATA,1,0
Generic Models,BLE_APP-BACKGROUND_PATTERN,de4facff-b835-5fbb-97df-c90a46817e6d,TEXT,CST_PROC,Instance,Ble App-background Pattern [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,CST_S_EAR_HARDCORE_THICKNESS_MM,5568d8ff-1dcb-5db8-b3a1-189de3509837,LENGTH,COM_DAT,Type,Cst S Ear Hardcore Thickness Mm [ISO 19650-2:2018],False,,,COSTING,1,0
Generic Models,ASS_PROJECT_COD_TXT,24bc19e4-8ec6-4d4c-b457-5e14a1f42e58,TEXT,STINGTags_ISO19650,Type,,False,,,MULTI,1,0
Generic Models,ASS_ORIGINATOR_COD_TXT,87dc564e-8542-497d-a36f-ee335fd32bd4,TEXT,STINGTags_ISO19650,Type,,False,,,MULTI,1,0
Generic Models,ASS_VOLUME_COD_TXT,4f51f371-c2b1-43f5-9dea-da797442c1fb,TEXT,STINGTags_ISO19650,Type,,False,,,MULTI,1,0
Generic Models,ASS_STATUS_COD_TXT,a57dfe0c-6db9-4fb6-80e0-d2c453fe653b,TEXT,STINGTags_ISO19650,Type,,False,,,MULTI,1,0
Generic Models,ASS_REV_COD_TXT,83b2139d-67bb-48db-a50f-32140c0dc753,TEXT,STINGTags_ISO19650,Type,,False,,,MULTI,1,0
Generic Models,BLE_CEILING_AREA_SQ_M,b2d67f62-bb98-5390-89d7-4f5c5cba97a3,AREA,BLE_ELES,Type,Ble Ceiling Area Sq M [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M,ASS_ROOM_AREA_SQ_M,ARCHITECTURAL,0,1
Generic Models,BLE_CEILING_FIN_TILE_QTY_NR,02e86218-684e-50f6-a23b-d0f517d65766,NUMBER,BLE_ELES,Type,Ble Ceiling Fin Tile Qty Nr [ISO 19650-1:2018],True,BLE_CEILING_AREA_SQ_M * 1.05 / ((BLE_CEILING_GRID_SZ_MM / 1000) ^ 2),"BLE_CEILING_AREA_SQ_M, BLE_CEILING_GRID_SZ_MM",ARCHITECTURAL,0,1
Generic Models,BLE_DOOR_AREA_SQ_M,475fcac1-b6f0-51c5-931c-2633a3aaa35c,AREA,BLE_ELES,Type,Ble Door Area Sq M [ISO 19650-1:2018],True,BLE_DOOR_WIDTH_MM * BLE_DOOR_HEIGHT_MM / 1000000,"BLE_DOOR_WIDTH_MM, BLE_DOOR_HEIGHT_MM",ARCHITECTURAL,0,1
Generic Models,BLE_FLR_AREA_SQ_M,40b706ca-f0f0-5672-b74c-6b72a83442cc,AREA,BLE_ELES,Type,Ble Flr Area Sq M [ISO 19650-1:2018],True,ASS_ROOM_AREA_SQ_M,ASS_ROOM_AREA_SQ_M,ARCHITECTURAL,0,1
Generic Models,BLE_FLR_TILE_QTY_NR,da8a5092-8b76-50d2-8431-2ee49178446c,NUMBER,BLE_ELES,Type,Ble Flr Tile Qty Nr [ISO 19650-1:2018],True,BLE_FLR_AREA_SQ_M * 1.1 / ((BLE_FINISH_TILE_SZ_TXT_W_MM / 1000) ^ 2),BLE_FLR_AREA_SQ_M,ARCHITECTURAL,0,1
Generic Models,BLE_RAMP_HEIGHT_MM,c1c64793-e79f-5ff5-980a-88c49794e34e,LENGTH,BLE_ELES,Type,Ble Ramp Height Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_RAMP_LENGTH_MM,13c1cf4a-0146-5dfe-8f15-7c1267ed09a1,LENGTH,BLE_ELES,Type,Ble Ramp Length Mm [ISO 19650-1:2018],False,,,ARCHITECTURAL,1,0
Generic Models,BLE_STAIR_PITCH_LINE_MM,6d2c0cf8-58b7-5fc3-aabc-f5a85679f33a,NUMBER,BLE_ELES,Type,Ble Stair Pitch Line Mm [ISO 19650-1:2018],True,(BLE_STAIR_RISE_MM ^ 2 + BLE_STAIR_GOING_MM ^ 2) ^ 0.5,"BLE_STAIR_RISE_MM, BLE_STAIR_GOING_MM",ARCHITECTURAL,0,1
Generic Models,BLE_STAIR_RISE_GOING_RATIO_NR,016ba1bd-3f50-5a11-afbc-34f3846cdae6,NUMBER,BLE_ELES,Type,Ble Stair Rise Going Ratio Nr [ISO 19650-1:2018],True,BLE_STAIR_RISE_MM / BLE_STAIR_GOING_MM,"BLE_STAIR_RISE_MM, BLE_STAIR_GOING_MM",ARCHITECTURAL,0,1
Generic Models,BLE_WINDOW_AREA_SQ_M,1f6f2db8-edcf-5a55-b15b-2d8fced3d13a,AREA,BLE_ELES,Type,Ble Window Area Sq M [ISO 19650-1:2018],True,BLE_WINDOW_WIDTH_MM * BLE_WINDOW_HEIGHT_MM / 1000000,"BLE_WINDOW_WIDTH_MM, BLE_WINDOW_HEIGHT_MM",ARCHITECTURAL,0,1
Generic Models,BLE_WINDOW_WWR_PCT,735b9c37-3324-5b46-bc82-4e6c3e5c9432,NUMBER,BLE_ELES,Type,Ble Window Wwr Pct [ISO 19650-1:2018],True,(BLE_WINDOW_AREA_SQ_M / BLE_ELE_AREA_SQ_M) * 100,"BLE_WINDOW_AREA_SQ_M, BLE_ELE_AREA_SQ_M",ARCHITECTURAL,0,1
Generic Models,CST_S_REI_UNIT_WT_KG,cb3db2ab-9bf9-56f8-a5e5-0f2c0aaaa114,NUMBER,CST_PROC,Type,Cst S Rei Unit Wt Kg [ISO 19650-1:2018],False,,,CONSTRUCTION,1,0
Generic Models,ELC_ENERGY_COST_UGX_PA,fe962fba-4285-59c3-90eb-bd4dd678316e,CURRENCY,ELC_PWR,Type,Elc Energy Cost Ugx Pa [ISO 19650-1:2018],True,ELC_ENERGY_KWH_PA * 750,ELC_ENERGY_KWH_PA,ELECTRICAL,0,1
Generic Models,ELC_ENERGY_KWH_PA,73afac01-e2d8-5bd9-a934-6b25d894c67f,NUMBER,ELC_PWR,Type,Elc Energy Kwh Pa [ISO 19650-1:2018],True,ELC_CKT_PWR_KW * 8760 * 0.75,ELC_CKT_PWR_KW,ELECTRICAL,0,1
Generic Models,ELC_LP_SOIL_RESIST_OHM_M,ccefd339-0549-58de-892c-ee9ea6c8c304,LENGTH,ELC_PWR,Type,Elc Lp Soil Resist Ohm M [ISO 19650-1:2018],False,,,ELECTRICAL,1,0
