# Parameter->Category binding accuracy audit — generated by gen_audit.py (not verified in Revit)
# BindingBefore = pre-fix runtime binding (group override or ALL element categories)
# BindingAfter  = post-fix runtime binding (universal->ALL; else per-param CATEGORY_BINDINGS.csv; else group override; else GAP=ALL)
Parameter,Prefix,Group,BindingBefore,BindingAfter,OnDuctsBefore,OnDuctsAfter,Flag
CST_CALC_PRIMER_LITERS,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_PURLINS_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_PUTTY_KG,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_RIDGE_CAP_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_SAND_M3,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_SAND_PLASTER_M3,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_SHEETS_NR,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_STEEL_KG,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_TILE_M2,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_VOLUME_M3,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_CALC_WATER_M3,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_DELIVERY_LEAD_TIME_DAYS,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_ENERGY_ANNUAL_UGX_NUM_NR,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers|Doors|Windows|Structural Columns|Structural Framing|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,N,CHANGED
CST_FIX_CAT_NR,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_FIX_LUMEN_OUTPUT_LM,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_IMPORT_REQUIRED_BOOL,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_LOCAL_MAT_BOOL,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_PROC_SPARE_01_TXT,CST,COM_DAT,ALL,Generic Models,Y,N,CHANGED
CST_PROC_SPARE_02_TXT,CST,COM_DAT,ALL,Generic Models,Y,N,CHANGED
CST_SPECIAL_EQUIPMENT_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_ALTERNATIVE_SUPPLIERS_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_COUNTRY_OF_ORIGIN_INT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_CUSTOMS_CLEARANCE_DAYS,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_LOCAL_SUPPLIER_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_PAYMENT_TERMS_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_PREFERRED_SUPPLIER_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_PROCUREMENT_LEAD_TIME_DAYS,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_QUALITY_INSP_REQ_BOOL,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_SUP_SHIPPING_METHOD_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Conduits|Electrical Equipment|Electrical Fixtures|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Plumbing Equipment|Plumbing Fixtures|Specialty Equipment|Sprinklers,Y,N,CHANGED
CST_S_CON_ADMIXTURE_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_AGGREGATE_VOLUME_CU_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_CEMENT_BAGS_NR,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_CST_TOTAL_UGX_NR,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_CURING_DAYS_NR,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_GRADE_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_MIX_RATIO_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_POUR_SEQUENCE_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_SAND_VOLUME_CU_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_SLUMP_MM,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_STRENGTH_MPA,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_TYPE_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_VOLUME_CU_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Ceilings|Curtain Panels|Doors|Floors|Generic Models|Ramps|Roofs|Specialty Equipment|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Columns|Curtain Systems|Curtain Systems|Flex Pipes|Flex Pipes|Furniture Systems|Furniture Systems|Medical Equipment|Medical Equipment|Plumbing Equipment|Plumbing Equipment|Railings|Railings,Y,Y,CHANGED
CST_S_CON_VOLUME_WASTAGE_CU_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_CON_WTR_VOLUME_L,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_EAR_BACKFILL_VOLUME_CU_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_EAR_BLINDING_VOLUME_CU_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_EAR_COMPACTION_NR,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_EAR_EXCAVATION_DEPTH_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_EAR_EXCAVATION_METHOD_TXT,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
CST_S_EAR_EXCAVATION_VOLUME_CU_M,CST,COM_DAT,ALL,Air Terminals|Cable Trays|Casework|Ceilings|Conduits|Curtain Panels|Curtain Wall Mullions|Doors|Ducts|Electrical Equipment|Electrical Fixtures|Floors|Furniture|Generic Models|Lighting Fixtures|Mechanical Equipment|Pipe Accessories|Pipe Fittings|Pipes|Plumbing Equipment|Plumbing Fixtures|Ramps|Roofs|Rooms|Specialty Equipment|Sprinklers|Stairs|Walls|Windows|Structural Foundations|Flex Ducts|Duct Accessories|Duct Fittings|Columns|Curtain Systems|Flex Pipes|Furniture Systems|Medical Equipment|Plumbing Equipment|Railings,Y,Y,CHANGED
